Location,Longitude,Latitude
US Oklahoma Mayes,-95.2355722,36.3047676
US Oklahoma McClain,-97.481167,34.9756991
US Oklahoma McCurtain,-94.7802324,34.1450295
US Oklahoma McIntosh,-95.6680554,35.3630353
US Oklahoma Murray,-97.0475803,34.4935341
US Oklahoma Muskogee,-95.3927706,35.6630196
US Oklahoma Noble,-97.2681939,36.4129621
US Oklahoma Nowata,-95.6226184,36.7798848
US Oklahoma Okfuskee,-96.3102089,35.4655548
US Oklahoma Oklahoma,-97.4367741,35.5533328
US Oklahoma Okmulgee,-95.9690122,35.6677078
US Oklahoma Osage,-96.401338,36.6189659
US Oklahoma Ottawa,-94.8186091,36.8223646
US Oklahoma Pawnee,-96.7200995,36.3151645
US Oklahoma Payne,-96.9456522,36.0721527
US Oklahoma Pittsburg,-95.8499898,34.7131522
US Oklahoma Pontotoc,-96.6814853,34.707331
US Oklahoma Pottawatomie,-96.969909,35.1783637
US Oklahoma Pushmataha,-95.4033122,34.4098497
US Oklahoma Roger Mills,-99.6898104,35.6596782
US Oklahoma Rogers,-95.6190889,36.3781607
US Oklahoma Seminole,-96.6263487,35.1705939
US Oklahoma Sequoyah,-94.7360577,35.5035863
US Oklahoma Stephens,-97.8636045,34.4858287
US Oklahoma Texas,-101.4953594,36.7390314
US Oklahoma Tillman,-98.9354765,34.3835721
US Oklahoma Tulsa,-95.9929113,36.1556805
US Oklahoma Wagoner,-95.5636238,35.9542216
US Oklahoma Washington,-95.9078261,36.6930592
US Oklahoma Washita,-98.9966972,35.2917033
US Oklahoma Woods,-98.8313546,36.7915843
US Oklahoma Woodward,-99.2455382,36.374499
US Oregon ,-120.737257,43.9792797
US Oregon Baker,-117.6204818,44.7259637
US Oregon Benton,-121.383188,42.474695
US Oregon Clackamas,-122.5660663,45.4103887
US Oregon Clatsop,-121.39366,42.47662
US Oregon Columbia,-123.0679787,44.0449791
US Oregon Coos,-124.109621,43.2184144
US Oregon Crook,-120.3839476,44.1460291
US Oregon Curry,-124.3712843,42.4487637
US Oregon Deschutes,-121.2586995,44.1569232
US Oregon Douglas,-122.6743918,45.5086215
US Oregon Gilliam,-120.2202197,45.3298742
US Oregon Grant,-120.7864506,45.6823463
US Oregon Harney,-118.8227102,43.6432092
US Oregon Hood River,-121.5123728,45.7087902
US Oregon Jackson,-122.7235481,45.40871195
US Oregon Jefferson,-123.0073897,44.7224335
US Oregon Josephine,-123.5602707,42.3554368
US Oregon Klamath,-120.8157924,44.1630023
US Oregon Lake,-127.3101136,59.7242914
US Oregon Lane,-76.7110579,35.3159476
US Oregon Lincoln,-122.4030776,42.1087496
US Oregon Linn,,
US Oregon Malheur,-117.6916892,43.1023481
US Oregon Marion,-122.9341856,44.7486725
US Oregon Morrow,-119.6052459,45.360901
US Oregon Multnomah,-122.7127865,45.4661508
US Oregon Polk,-123.4599594,44.879673
US Oregon Sherman,-120.6963746,45.3944268
US Oregon Tillamook,-123.844429,45.455921
US Oregon Umatilla,-119.3425179,45.9173549
US Oregon Union,-117.8653691,45.2095159
US Oregon Wallowa,-117.5277377,45.5700002
US Oregon Wasco,-120.6981554,45.5917107
US Oregon Washington,-121.3565315,44.0592656
US Oregon Wheeler,-123.88113,45.689614
US Oregon Yamhill,-123.1873291,45.3415037
US Pennsylvania ,-77.7278831,40.9699889
US Pennsylvania Adams,-77.8616634,40.3595226
US Pennsylvania Allegheny,-79.9760405,40.4597204
US Pennsylvania Armstrong,-79.4689832,40.7876239
US Pennsylvania Beaver,-80.3709999,40.6916624
US Pennsylvania Bedford,-78.5237447,40.0271453
US Pennsylvania Berks,-75.1335538,39.9785347
US Pennsylvania Blair,-78.3682329,40.4870748
US Pennsylvania Bradford,-78.6439164,41.9558963
US Pennsylvania Bucks,-75.1263909,40.3451668
US Pennsylvania Butler,-79.8952251,40.8610205
US Pennsylvania Cambria,-78.718852,40.4843583
US Pennsylvania Cameron,-78.1931833,41.4586993
US Pennsylvania Carbon,-75.7212917,40.8908468
US Pennsylvania Centre,-77.7865722,40.9381735
US Pennsylvania Chester,-75.3557458,39.849557
US Pennsylvania Clarion,-79.429169,41.1818771
US Pennsylvania Clearfield,-78.4457422,40.9908706
US Pennsylvania Clinton,-77.6984481,41.2711458
US Pennsylvania Columbia,-76.4191791,41.0389186
US Pennsylvania Crawford,-80.1428967,41.6951179
US Pennsylvania Cumberland,-77.404042,40.166947
US Pennsylvania Dauphin,-76.8115168,40.398036
US Pennsylvania Delaware,-75.4001639,39.9194117
US Pennsylvania Elk,-78.626009,41.437362
US Pennsylvania Erie,-80.0852695,42.1294712
US Pennsylvania Fayette,-79.918944,39.8222992
US Pennsylvania Forest,-79.2640912,41.5329762
US Pennsylvania Franklin,-77.7485516,39.9259345
US Pennsylvania Fulton,-78.1299624,39.9159664
US Pennsylvania Greene,-80.2466384,39.8513322
US Pennsylvania Huntingdon,-78.0281185,40.3446332
US Pennsylvania Indiana,-79.1262839,40.6424116
US Pennsylvania Jefferson,-79.0163349,41.1125398
US Pennsylvania Juniata,-77.4300565,40.5368022
US Pennsylvania Lackawanna,-75.5596333,41.71788145
US Pennsylvania Lancaster,-76.2411283,40.08067
US Pennsylvania Lawrence,-80.350071,41.001415
US Pennsylvania Lebanon,-76.4626118,40.375713
US Pennsylvania Lehigh,-75.55180833,41.7154814
US Pennsylvania Luzerne,-75.9695233,41.1749635
US Pennsylvania Lycoming,-77.0220348,41.3472688
US Pennsylvania McKean,-78.5769879,41.8019737
US Pennsylvania Mercer,-80.3014412,41.3334542
US Pennsylvania Mifflin,-77.4027674,40.5695217
US Pennsylvania Monroe,-76.47595588,41.71343395
US Pennsylvania Montgomery,-76.8769076,41.1703592
US Pennsylvania Montour,-76.6615816,41.0289528
US Pennsylvania Northampton,-75.00203151,40.20943295
US Pennsylvania Northumberland,-76.6943741,40.8488473
US Pennsylvania Perry,-77.2890283,40.3966461
US Pennsylvania Philadelphia,-75.1635262,39.9527237
US Pennsylvania Pike,-93.375372,44.9671903
US Pennsylvania Potter,-77.9022292,41.7302743
US Pennsylvania Schuylkill,-76.2277971,40.6936632
US Pennsylvania Snyder,-77.0909536,40.7615395
US Pennsylvania Somerset,-79.0780831,40.008411
US Pennsylvania Sullivan,-76.5117017,41.4402556
US Pennsylvania Susquehanna,-75.8170767,41.8218729
US Pennsylvania Tioga,-77.254256,41.7741691
US Pennsylvania Union,-77.0785945,40.9745493
US Pennsylvania Venango,-79.7709417,41.3996112
US Pennsylvania Warren,-79.2654452,41.8119602
US Pennsylvania Washington,-80.2541251,40.1943798
US Pennsylvania Wayne,-75.3878616,40.0440149
US Pennsylvania Westmoreland,-79.4873204,40.2930159
US Pennsylvania Wyoming,-76.019111,41.5179097
US Pennsylvania York,-76.727392,39.962398
US Puerto Rico ,-66.23444888,18.1990856
US Rhode Island ,-71.5992372,41.7962409
US Rhode Island Bristol,-71.2661597,41.6770463
US Rhode Island Kent,,
US Rhode Island Newport,-96.2313621,31.8154426
US Rhode Island Providence,-71.5992372,41.7962409
US Rhode Island Washington,-96.2313621,31.8154426
US South Carolina ,-80.4363743,33.6874388
US South Carolina Abbeville,-82.3792463,34.1779495
US South Carolina Aiken,-81.721952,33.5598586
US South Carolina Allendale,-81.3400056,32.9635006
US South Carolina Anderson,-82.6506264,34.5068601
US South Carolina Bamberg,-81.0166235,33.2130154
US South Carolina Barnwell,-81.4190808,33.2641009
US South Carolina Beaufort,-80.6698286,32.4315813
US South Carolina Berkeley,-79.9070461,33.1595951
US South Carolina Calhoun,-80.7603948,33.6567769
US South Carolina Charleston,-79.9402728,32.7876012
US South Carolina Cherokee,-81.6480755,35.0372626
US South Carolina Chester,-81.2142561,34.7048613
US South Carolina Chesterfield,-80.0881194,34.735989
US South Carolina Clarendon,-80.2277002,33.6653463
US South Carolina Colleton,-80.882323,33.0398845
US South Carolina Darlington,-77.718033,36.3187624
US South Carolina Dillon,-79.3713948,34.4165391
US South Carolina Dorchester,-79.9881442,32.8496198
US South Carolina Edgefield,-81.9759066,33.7635851
US South Carolina Fairfield,-95.453344,30.258263
US South Carolina Florence,-79.6644927,33.986694
US South Carolina Georgetown,-79.2944965,33.376834
US South Carolina Greenville,-77.3663538,35.612661
US South Carolina Greenwood,-82.112882,34.1489805
US South Carolina Hampton,-81.1237271,32.7861789
US South Carolina Horry,-78.9578973,33.9204504
US South Carolina Jasper,-81.0414726,32.4048602
US South Carolina Kershaw,-80.5832479,34.5517286
US South Carolina Lancaster,-80.700546,34.6628067
US South Carolina Laurens,-81.9944042,34.4646451
US South Carolina Lee,-79.1547643,35.4691746
US South Carolina Lexington,-78.85548091,35.71287155
US South Carolina Marion,-79.3987578,34.0572007
US South Carolina Marlboro,-77.5919164,35.5801605
US South Carolina McCormick,-82.2797719,33.8795325
US South Carolina Newberry,-81.5830086,34.3266879
US South Carolina Oconee,-83.1099645,34.7622221
US South Carolina Orangeburg,-80.8556476,33.4918203
US South Carolina Pickens,-82.7193824,34.8882592
US South Carolina Richland,-80.9176832,34.0190006
US South Carolina Saluda,-81.7720522,34.0015232
US South Carolina Spartanburg,-81.9320157,34.9498007
US South Carolina Sumter,-80.3237032,33.8998826
US South Carolina Union,-77.0241271,36.333766
US South Carolina Williamsburg,-79.7442135,33.6442699
US South Carolina York,-81.2424638,34.9940463
US South Dakota ,-100.348761,44.6471761
US South Dakota Aurora,-98.5722461,43.6963371
US South Dakota Beadle,-98.2751583,44.4157764
US South Dakota Bennett,-101.655263,43.1854085
US South Dakota Bon Homme,-97.8721324,43.0067408
US South Dakota Brookings,-96.79844,44.311461
US South Dakota Brown,-98.3674786,45.5832968
US South Dakota Brule,-99.0538876,43.6848301
US South Dakota Buffalo,-99.1707339,44.0646363
US South Dakota Butte,-100.6660369,47.8377865
US South Dakota Campbell,-100.0441548,45.7560544
US South Dakota Charles Mix,-98.6162758,43.2257871
US South Dakota Clark,-97.7431382,44.8684319
US South Dakota Clay,-96.9712933,42.9190617
US South Dakota Codington,-97.1976513,44.9695646
US South Dakota Corson,-101.1797766,45.7135207
US South Dakota Custer,-103.5101597,43.6726477
US South Dakota Davison,-98.1383168,43.6660467
US South Dakota Day,-97.6152661,45.3658879
US South Dakota Deuel,-96.671551,44.7554353
US South Dakota Dewey,-100.8592127,45.1788983
US South Dakota Douglas,-98.3406673,43.3969325
US South Dakota Edmunds,-99.2220208,45.4163408
US South Dakota Fall River,-103.405049,43.3948836
US South Dakota Faulk,-99.1739778,45.0743643
US South Dakota Grant,-96.7057561,45.1690114
US South Dakota Gregory,-99.1674843,43.1713788
US South Dakota Haakon,-101.5756888,44.2887741
US South Dakota Hamlin,-97.2005816,44.6754502
US South Dakota Hand,-99.0053027,44.5405047
US South Dakota Hanson,-97.7945361,43.6615541
US South Dakota Harding,-103.4791412,45.5509163
US South Dakota Hughes,-99.946102,44.4047339
US South Dakota Hutchinson,-97.7396791,43.3271413
US South Dakota Hyde,-99.4936719,44.5103405
US South Dakota Jackson,-101.6595883,43.668546
US South Dakota Jerauld,-98.6182042,44.0797601
US South Dakota Jones,-100.6853793,43.9667174
US South Dakota Kingsbury,-97.4882433,44.3631469
US South Dakota Lake,-98.177047,45.9466362
US South Dakota Lawrence,-103.8248538,44.3501591
US South Dakota Lincoln,-96.7387762,43.2724187
US South Dakota Lyman,-99.7395576,43.8811033
US South Dakota Marshall,-97.6300108,45.7619018
US South Dakota McCook,-97.37153,43.6719795
US South Dakota McPherson,-99.2473056,45.7350535
US South Dakota Meade,-102.6463435,44.5263375
US South Dakota Mellette,-100.7249944,43.561525
US South Dakota Miner,-97.6043451,44.0129518
US South Dakota Minnehaha,-96.7837626,43.6680284
US South Dakota Moody,-96.6671385,43.998215
US South Dakota Oglala Lakota,,
US South Dakota Pennington,-102.7854668,43.9955746
US South Dakota Perkins,-102.5053545,45.5288022
US South Dakota Potter,-99.9607952,45.0764805
US South Dakota Roberts,-97.0000238,45.6000291
US South Dakota Sanborn,-98.0834349,44.0089691
US South Dakota Spink,-98.3730958,44.9438314
US South Dakota Stanley,-100.802728,44.4189684
US South Dakota Sully,-100.0690149,44.7173891
US South Dakota Todd,-100.7438395,43.184924
US South Dakota Tripp,-99.8941094,43.3235158
US South Dakota Turner,-97.136978,43.3256378
US South Dakota Union,-96.92717258,42.78289725
US South Dakota Walworth,-100.0072972,45.4043853
US South Dakota Yankton,-97.3967011,42.8712938
US South Dakota Ziebach,-101.7110445,44.9241074
US Tennessee ,-86.2820081,35.7730076
US Tennessee Anderson,-84.1849939,36.1063226
US Tennessee Bedford,-86.4507189,35.5099479
US Tennessee Benton,-84.6535468,35.1742411
US Tennessee Bledsoe,-85.2104415,35.5943104
US Tennessee Blount,-83.9314465,35.6719722
US Tennessee Bradley,-84.855938,35.1694469
US Tennessee Campbell,-85.5360883,36.0820069
US Tennessee Cannon,-86.0512075,35.8044159
US Tennessee Carroll,-88.8200586,35.7184028
US Tennessee Carter,-82.1194772,36.2840805
US Tennessee Cheatham,-87.0967857,36.2444954
US Tennessee Chester,-88.6009817,35.4265564
US Tennessee Claiborne,-83.6786377,36.4673161
US Tennessee Clay,-85.5323062,36.5125924
US Tennessee Cocke,-83.103978,35.9467093
US Tennessee Coffee,-86.069633,35.4906115
US Tennessee Crockett,-89.1300063,35.8010059
US Tennessee Cumberland,-86.6723704,36.1929877
US Tennessee Davidson,-85.0224493,36.5681234
US Tennessee DeKalb,-85.83965,35.9804643
US Tennessee Decatur,-84.7902223,35.5147939
US Tennessee Dickson,-87.3480592,36.1459327
US Tennessee Dyer,-88.9939549,36.0667348
US Tennessee Fayette,-89.4175416,35.1739357
US Tennessee Fentress,-84.9303411,36.3639975
US Tennessee Franklin,-86.8689365,35.925193
US Tennessee Gibson,-88.932729,35.9745692
US Tennessee Giles,-87.0296239,35.2178285
US Tennessee Grainger,-83.5107018,36.2810821
US Tennessee Greene,-82.8766356,36.1698443
US Tennessee Grundy,-85.7106606,35.3697894
US Tennessee Hamblen,-83.267995,36.2068067
US Tennessee Hamilton,-82.2615242,36.4987144
US Tennessee Hancock,-83.2459271,36.5219631
US Tennessee Hardeman,-88.9963359,35.1743058
US Tennessee Hardin,-88.1857563,35.1946569
US Tennessee Hawkins,-82.9568899,36.429878
US Tennessee Haywood,-89.287824,35.5675653
US Tennessee Henderson,-88.3949437,35.6418311
US Tennessee Henry,-88.4197705,36.2039488
US Tennessee Hickman,-85.9405429,36.1439464
US Tennessee Houston,-87.7406571,36.2696163
US Tennessee Humphreys,-87.7721645,36.018558
US Tennessee Jackson,-88.8177418,35.6144446
US Tennessee Jefferson,-83.4596349,36.040946
US Tennessee Johnson,-81.8434683,36.443004
US Tennessee Knox,-83.9375598,35.9859998
US Tennessee Lake,-96.25531363,30.42953265
US Tennessee Lauderdale,-89.6175055,35.7579793
US Tennessee Lawrence,-88.7906131,35.6486823
US Tennessee Lewis,-84.185726,35.646012
US Tennessee Lincoln,-86.5783704,35.1711024
US Tennessee Loudon,-84.320293,35.7490023
US Tennessee Macon,-86.0130908,36.5237906
US Tennessee Madison,-86.7138861,36.2561646
US Tennessee Marion,-87.4338996,36.3286649
US Tennessee Marshall,-86.7711675,35.4814932
US Tennessee Maury,-87.0736684,35.6285992
US Tennessee McMinn,-84.624875,35.444223
US Tennessee McNairy,-88.5766172,35.1663375
US Tennessee Meigs,-84.8109718,35.51017
US Tennessee Monroe,-85.2424622,36.4370083
US Tennessee Montgomery,-88.1564234,35.4653518
US Tennessee Moore,-86.3411514,35.2835629
US Tennessee Morgan,-84.629496,36.1372409
US Tennessee Obion,-89.1917353,36.2589567
US Tennessee Overton,-85.286641,36.3396292
US Tennessee Perry,-87.8498777,35.6337989
US Tennessee Pickett,-84.79626109,36.5559316
US Tennessee Polk,-84.5303524,35.1269463
US Tennessee Putnam,-85.4553784,36.1379872
US Tennessee Rhea,-84.9347264,35.6123863
US Tennessee Roane,-84.5225522,35.84857
US Tennessee Robertson,-86.8519164,36.4996336
US Tennessee Rutherford,-86.4209219,35.855716
US Tennessee Scott,-84.7510532,35.6547942
US Tennessee Sequatchie,-85.401448,35.3594724
US Tennessee Sevier,-83.5291901,35.8047065
US Tennessee Shelby,-89.9524815,35.3539508
US Tennessee Smith,-88.539775,35.8092329
US Tennessee Stewart,-87.8252756,36.5092672
US Tennessee Sullivan,-82.286903,36.4966673
US Tennessee Sumner,-86.4685413,36.4496718
US Tennessee Tipton,-89.8198058,35.4136951
US Tennessee Trousdale,-86.4022145,36.3975473
US Tennessee Unicoi,-82.4440506,36.1072175
US Tennessee Union,-83.8451468,36.2979687
US Tennessee Van Buren,-85.4450289,35.6793776
US Tennessee Warren,-85.7796626,35.6889753
US Tennessee Washington,-82.4911791,36.2636501
US Tennessee Wayne,-87.8084373,35.2499093
US Tennessee Weakley,-87.1886241,35.2645241
US Tennessee White,-89.50679855,35.23691015
US Tennessee Williamson,-86.8978708,35.8772991
US Tennessee Wilson,-86.9379329,36.4243192
US Texas ,-99.5120986,31.8160381
US Texas Anderson,-95.6258199,31.7819242
US Texas Andrews,-102.6042447,32.2690953
US Texas Angelina,-94.6181177,31.2544545
US Texas Aransas,-96.947708,28.1987876
US Texas Archer,-98.7044869,33.5816594
US Texas Armstrong,-101.3449139,34.9295608
US Texas Atascosa,-98.5316314,28.8554434
US Texas Austin,-97.7436995,30.2711286
US Texas Bailey,-102.8149372,34.0349194
US Texas Bandera,-99.234526,29.7643475
US Texas Bastrop,-97.3127179,30.0900753
US Texas Baylor,-99.2000611,33.574962
US Texas Bee,-97.7191838,28.3871179
US Texas Bell,-97.4314413,31.0081659
US Texas Bexar,-98.5104781,29.4263987
US Texas Blanco,-98.4004594,30.2419274
US Texas Borden,-101.425711,32.6879416
US Texas Bosque,-97.6561014,31.8778358
US Texas Bowie,-94.4479626,33.4198886
US Texas Brazoria,-95.4993375,29.18161
US Texas Brazos,-96.38111441,30.65215735
US Texas Brewster,-103.2400734,29.8462742
US Texas Briscoe,-101.1875029,34.4795161
US Texas Brooks,-98.2071041,26.9879856
US Texas Brown,-98.9904722,31.7525184
US Texas Burleson,-96.6353488,30.4764878
US Texas Burnet,-98.1700016,30.7763939
US Texas Caldwell,-97.5959641,29.8298971
US Texas Calhoun,-96.6736551,28.5031572
US Texas Callahan,-99.3612437,32.2810409
US Texas Cameron,-97.4134281,26.1291189
US Texas Camp,-103.569867,32.79253
US Texas Carson,-101.3353895,35.3636563
US Texas Cass,-94.3510366,33.0560857
US Texas Castro,-102.2592314,34.4952536
US Texas Chambers,-94.5412295,29.7191125
US Texas Cherokee,-95.1791849,31.8390826
US Texas Childress,-100.1985963,34.4923918
US Texas Clay,-98.2123296,33.6856157
US Texas Cochran,-102.805677,33.5905096
US Texas Coke,-100.5474369,31.8695226
US Texas Coleman,-99.4461098,31.7766863
US Texas Collin,-96.6060984,33.1609629
US Texas Collingsworth,-100.2669137,34.9487017
US Texas Colorado,-96.5478826,29.6099609
US Texas Comal,-98.2690787,29.7979704
US Texas Comanche,-98.527388,31.9130171
US Texas Concho,-99.8507578,31.3102947
US Texas Cooke,-97.2055298,33.582486
US Texas Coryell,-97.8184077,31.3689333
US Texas Cottle,-100.283259,34.0573118
US Texas Crane,-102.5163544,31.4486118
US Texas Crockett,-101.3766686,30.6517377
US Texas Crosby,-101.2855737,33.5778818
US Texas Culberson,-104.482834,31.4622625
US Texas Dallam,-102.616685,36.3127064
US Texas Dallas,-96.7968559,32.7762719
US Texas Dawson,-101.9576048,32.7410762
US Texas DeWitt,-97.3158457,29.0931328
US Texas Deaf Smith,-102.5983118,34.9323974
US Texas Delta,-95.6749486,33.3926893
US Texas Denton,-97.1413417,33.1838787
US Texas Dickens,-100.7614115,33.6170056
US Texas Dimmit,-99.7178226,28.3821949
US Texas Donley,-100.8145306,34.9315007
US Texas Duval,-98.5121975,27.6708701
US Texas Eastland,-98.8630896,32.2978594
US Texas Ector,-102.5794339,31.8941755
US Texas Edwards,-100.3457636,29.9116617
US Texas El Paso,-106.4646348,31.7754152
US Texas Ellis,-96.7920233,32.3347829
US Texas Erath,-98.2213499,32.1954856
US Texas Falls,-96.9262126,31.2320941
US Texas Fannin,-96.0902822,33.5372542
US Texas Fayette,-96.9559692,29.8381635
US Texas Fisher,-100.3811922,32.7090882
US Texas Floyd,-101.2765537,34.0266015
US Texas Foard,-99.7310158,33.9502317
US Texas Fort Bend,-95.7807348,29.511218
US Texas Franklin,-95.2255189,33.155212
US Texas Freestone,-96.1629601,31.6924428
US Texas Frio,-99.1226618,28.8352831
US Texas Gaines,-102.6220553,32.7044935
US Texas Galveston,-94.992736,29.3872254
US Texas Garza,-101.287742,33.1414018
US Texas Gillespie,-98.9086643,30.2954086
US Texas Glasscock,-101.4811312,31.8640224
US Texas Goliad,-97.4379552,28.6467776
US Texas Gonzales,-97.5108636,29.4436555
US Texas Gray,-100.7892236,35.3711816
US Texas Grayson,-96.6702111,33.5636114
US Texas Gregg,-94.8532848,32.4492408
US Texas Grimes,-95.9943034,30.5169334
US Texas Guadalupe,-97.8279576,29.6480061
US Texas Hale,-101.8088827,34.0321298
US Texas Hall,-97.11555448,32.7297178
US Texas Hamilton,-97.9715967,31.6429346
US Texas Hansford,-101.3621472,36.2563401
US Texas Hardeman,-99.7322571,34.2510707
US Texas Hardin,-94.403904,30.3049642
US Texas Harris,-95.3741247,29.8119769
US Texas Harrison,-94.3982158,32.5233959
US Texas Hartley,-102.6145811,35.8418438
US Texas Haskell,-99.7199972,33.1542164
US Texas Hays,-98.0393127,30.0447901
US Texas Hemphill,-100.2564532,35.8293476
US Texas Henderson,-94.7993802,32.1532157
US Texas Hidalgo,-98.216445,26.3530256
US Texas Hill,-75.7012978,42.7511787
US Texas Hockley,-102.3110415,33.5714311
US Texas Hood,-97.828282,32.4107555
US Texas Hopkins,-95.5656578,33.1368252
US Texas Houston,-95.3676974,29.7589382
US Texas Howard,-101.4271085,32.3047833
US Texas Hudspeth,-105.4752945,31.5388627
US Texas Hunt,-96.0808922,33.1161567
US Texas Hutchinson,-101.34844,35.8148236
US Texas Irion,-100.980073,31.2931196
US Texas Jack,-98.4037977,29.3533323
US Texas Jackson,-96.55561,28.9224028
US Texas Jasper,-94.000884,30.7485258
US Texas Jeff Davis,-104.1501698,30.7018281
US Texas Jefferson,-94.1704496,29.834772
US Texas Jim Hogg,-98.7047316,27.0065425
US Texas Jim Wells,-98.1084601,27.8067733
US Texas Johnson,-97.3568623,32.3766071
US Texas Jones,-99.8606106,32.7135946
US Texas Karnes,-97.9062893,28.8791858
US Texas Kaufman,-96.29927072,32.5810208
US Texas Kendall,-98.7258845,29.943885
US Texas Kenedy,-97.7461361,26.9205171
US Texas Kent,-100.7846477,33.1665316
US Texas Kerr,-99.3884839,30.045717
US Texas Kimble,-99.8199792,30.4744131
US Texas King,-100.2178972,33.588178
US Texas Kinney,-100.4165707,29.326416
US Texas Kleberg,-97.7485096,27.3983129
US Texas Knox,-99.7073621,33.5871385
US Texas La Salle,-99.0982257,28.3391148
US Texas Lamar,-95.582343,33.6383552
US Texas Lamb,-102.3429233,34.0321667
US Texas Lampasas,-98.240563,31.1761363
US Texas Lavaca,-96.9334531,29.3703333
US Texas Lee,-96.9588587,30.3031353
US Texas Leon,-95.9953382,31.2715127
US Texas Liberty,-94.7856262,30.0856736
US Texas Limestone,-96.580617,31.5261854
US Texas Lipscomb,-100.2711772,36.2695629
US Texas Live Oak,-98.101923,28.2678746
US Texas Llano,-98.6970374,30.6663312
US Texas Loving,-103.5663536,31.8364044
US Texas Lubbock,-101.879336,33.5635206
US Texas Lynn,-101.812592,33.1474257
US Texas Madison,-95.9507234,30.9551586
US Texas Marion,-94.344488,32.7931661
US Texas Martin,-101.9190317,32.2675039
US Texas Mason,-99.2233284,30.705029
US Texas Matagorda,-96.0035095,28.8879823
US Texas Maverick,-100.3110817,28.792861
US Texas McCulloch,-99.3885277,31.1699604
US Texas McLennan,-97.2189254,31.5487691
US Texas McMullen,-98.5527241,28.3138785
US Texas Medina,-99.1126826,29.2836281
US Texas Menard,-99.8320637,30.8573562
US Texas Midland,-102.0779482,31.9973662
US Texas Milam,-96.9981706,30.7626867
US Texas Mills,-98.5527272,31.4861082
US Texas Mitchell,-100.9213003,32.2898049
US Texas Montague,-97.7215754,33.6205753
US Texas Montgomery,-95.5065944,30.301949
US Texas Moore,-101.9104355,35.8156121
US Texas Morris,-94.7392197,33.0738633
US Texas Motley,-100.7744062,34.0395459
US Texas Nacogdoches,-94.5927451,31.5970503
US Texas Navarro,-96.4985456,32.0279525
US Texas Newton,-93.740504,30.8118989
US Texas Nolan,-100.3987748,32.2719306
US Texas Nueces,-97.6199942,27.7153774
US Texas Ochiltree,-100.8138152,36.2559217
US Texas Oldham,-102.6193428,35.3907651
US Texas Orange,-93.9041169,30.1228634
US Texas Palo Pinto,-98.2814881,32.7215726
US Texas Panola,-94.3130073,32.1367712
US Texas Parker,-97.7935767,32.7599475
US Texas Parmer,-102.768021,34.4901153
US Texas Pecos,-102.8065415,30.7857437
US Texas Polk,-94.8192175,30.7642828
US Texas Potter,-101.8776577,35.3683354
US Texas Presidio,-104.2336552,29.9883766
US Texas Rains,-95.7964017,32.8685085
US Texas Randall,-101.8850309,34.9444713
US Texas Reagan,-101.5295291,31.3458428
US Texas Real,-99.8280905,29.7949383
US Texas Red River,-95.0429674,33.571979
US Texas Reeves,-103.6583657,31.232003
US Texas Refugio,-97.2394101,28.3171012
US Texas Roberts,-100.8058034,35.8309752
US Texas Robertson,-96.5079742,31.0339058
US Texas Rockwall,-96.4066987,32.8923464
US Texas Runnels,-99.9779922,31.8282551
US Texas Rusk,-94.7906553,32.051377
US Texas Sabine,-93.8722218,31.3325489
US Texas San Augustine,-94.1751389,31.3970365
US Texas San Jacinto,-95.1902362,30.5083577
US Texas San Patricio,-97.5130456,27.9973226
US Texas San Saba,-98.8397049,31.122268
US Texas Schleicher,-100.5418961,30.8791222
US Texas Scurry,-100.9052015,32.7225172
US Texas Shackelford,-99.3307616,32.7088752
US Texas Shelby,-94.1301652,31.7716364
US Texas Sherman,-101.8858689,36.2452294
US Texas Smith,-95.2563971,32.3402898
US Texas Somervell,-97.7724138,32.2275813
US Texas Starr,-98.7479897,26.5630409
US Texas Stephens,-98.8200722,32.6944793
US Texas Sterling,-101.0452671,31.8151416
US Texas Stonewall,-100.2453011,33.1571742
US Texas Sutton,-100.6432359,30.5672947
US Texas Swisher,-101.7119955,34.47235
US Texas Tarrant,-97.335696,32.7513658
US Texas Taylor,-99.8812612,32.2793121
US Texas Terrell,-102.0974881,30.1990738
US Texas Terry,-102.3328121,33.1514254
US Texas Throckmorton,-99.2017838,33.1571081
US Texas Titus,-94.9651725,33.2040399
US Texas Tom Green,-100.4133839,31.3782559
US Texas Travis,-97.7561392,30.2878569
US Texas Trinity,-95.1219348,31.0834452
US Texas Tyler,-95.3010624,32.3512601
US Texas Upshur,-94.9286251,32.7263725
US Texas Upton,-102.0386055,31.3720387
US Texas Uvalde,-99.7733181,29.300357
US Texas Val Verde,-101.1284631,29.9153286
US Texas Van Zandt,-95.8292165,32.5375642
US Texas Victoria,-96.9766308,28.8026443
US Texas Walker,-95.5522823,30.6795741
US Texas Waller,-95.9955885,29.9443902
US Texas Ward,-103.0781186,31.5007583
US Texas Washington,-96.3936114,30.2226352
US Texas Webb,-99.2523577,27.6983621
US Texas Wharton,-96.2291474,29.2454534
US Texas Wheeler,-100.2632764,35.3921902
US Texas Wichita,-98.7088886,33.9516534
US Texas Wilbarger,-99.2085961,34.0265157
US Texas Willacy,-97.5947484,26.4553947
US Texas Williamson,-97.6041649,30.6580927
US Texas Wilson,-98.1251465,29.1589961
US Texas Winkler,-103.0762299,31.8005913
US Texas Wise,-97.6563925,33.2139213
US Texas Wood,-95.3812941,32.7577475
